title,doi
"Interview with Professor Lucy Mair",NULL
"53 minute video on doing fieldwork",NULL
"Reflections on fieldwork among the Gurungs of Nepal",NULL
"Reflections on using film in fieldwork",NULL
"Lecture on fieldwork in the Soviet Union, 1988-9",NULL
"CSSA Spring Festival Gala 2004",NULL
"Lecsture on ‘Sir J.G.Frazer: Science and Sensibility’",NULL
"Gerry Martin at a Seminar",NULL
Interview,NULL
"Interview with Pat Caplan",NULL
"JPEG File Interchange Format",NULL
"The Independent JPEG Group's JPEG software",NULL
"So That Men Are Free",NULL
"Warfare in the east and the west over the last thousand years",NULL
"The complex logistics of eighteenth and nineteenth century warfare",NULL
"The divergance of systems of warfare east and west and their effects",NULL
"The role of slavery in the industrial revolution",NULL
"Different attitudes to nature and machinery, east and west",NULL
"Liverpool, Manchester and the hubs of world trade",NULL
"The steam engine and what it needs",NULL
"Changing concepts of time caused by clocks",NULL
"Scenes in a factory full of large machines",NULL
"The revolutionary impact of the steam engine",NULL
"The development of consumer society in Britain, part one",NULL
"The development of comsumer society in Britain, part two",NULL
"The impact of settlers on northern America",NULL
"The importance of guns and germs in history",NULL
"The Jared Dimond thesis about the role of animals",NULL
"Why did the Europeans conquer the New World and not the other way around?",NULL
"The start of settled agriculture and writing",NULL
"The link between animals and writing",NULL
"The most significant developments over the last ten thousand yeaars",NULL
"Why did advanced material civilizations not first develop in Africa?",NULL
"The contrast of industrial and industrious developmments",NULL
"The efficiency of different animals",NULL
"The craft of the scientific glass maker demonstrated",NULL
"The art of glass blowing",NULL
"The history of glass in the east and west",NULL
"The nature and effects of power-loom weaving of cotton",NULL
"Wheeling and Dealing - second programme of 'The Day the World Took Off'",NULL
"Ships of Fortune - the third programme of 'The Day the World Took Off'",NULL
"The Heavenly Machine - the fouth programme of 'The Day the World Took Off'",NULL
"War and Peace - the fifth programme of 'The Day the World Took Off'",NULL
"Animal Farm - the sixth programme of 'The Day the World Took Off'",NULL
"Interview with Robert Paine",NULL
"Interview with Audrey Richards: On Fieldwork",NULL
"The Iron Horse - the first programme of 'The Day the World Took Off'",NULL
"Interview with Andre Beteille",NULL
"In a buffalo shed",NULL
"Incentive Aspects of Revenue Sharing: Central and Regional Government in Russia",NULL
"Cost of Capital and Regulator’s Preferences: Investigation into a new method of estimating regulatory bias",NULL
"Integrating Energy Markets: Does Sequencing Matter?",10.1016/j.jup.2004.12.008
NSC1,NULL
"A global resource for computational chemistry",10.1007/s00894-005-0278-1
"Representation and use of Chemistry in the Global Electronic Age",10.1039/B410732B
"Interview with David Snellgrove",NULL
"CMLSnap: Animated Reaction Mechanisms",NULL
"Interview with Nicholas Allen",NULL
"Interview with Peter riviere",NULL
"CML: where Open Source and Open Data meet",NULL
"A Visit to the Mosuo of Lugu Lake",NULL
"The Time of Our Lives",10.1017/s1358246100010699
"Interview with Malcolm Ruel",NULL
"Interview of Malcolm Ruel, film and text",NULL
"Interview of Peter Loizos",NULL
"Snake charmers...",NULL
"Government High School, Peshawar",NULL
"Lowest class of the same school [i.e. Government High School, Peshawar]",NULL
"The Mayo School of Art Lahore.  Metal Working Department",NULL
"The Mayo School of Art.  Elementary Drawing",NULL
"Weaving Kinkob in the weaving class, Sunderabad",NULL
"[Album page showing emigrants on Empress of Britain]",NULL
"[Album page containing photographs of Penarth Dock]",NULL
"[Album page containing photographs of Penarth Dock]",NULL
"Entebbe Pier, with Ry. [Railway] Steamers alongside",NULL
"Rickshaw travelling",NULL
"Uganda Co. Ltd.  Part of cotton ginnery",NULL
"Prizing bark of Mutuba Tree",NULL
"Beating out barkcloth",NULL
"Making banana beer",NULL
"An Ivory Caravan",NULL
"Wheelwright's shop P.W.D. [i.e. Public Works Department] Entebbe",NULL
"Mengo High School Boys being instructed in sowing para rubber seeds at Government Plantation, Kampala, 1910",NULL
"P.W.D. [i.e. Public Works Department] Workshop, Planing and moulding machine",NULL
"P.W.D.[i.e. Public Works Department] Blacksmith's shop [Entebbe]",NULL
"Zanzibar, general view from the sea",NULL
"The Beach, Zanzibar",NULL
"A street in Zanzibar",NULL
"Bububu Station, Zanzibar",NULL
"Separating cloves from clove stems",NULL
"Loading a dhow with cloves at Pemba",NULL
"Donkey transport, She hiri [Mshihiri] Arabs, Zanzibar",NULL
"Indians, Zanzibar",NULL
"Indian shop and Swahili purchasers, Zanzibar",NULL
"Group of Swahili children, Zanzibar",NULL
"Emigrants on Empress of Britain",NULL
"The 12 in. barbette",NULL
"[First part of:] Zanzibar, general view from the sea",NULL
"[Second part of:] Zanzibar, general view from the sea",NULL
"[Third part of:] Zanzibar, general view from the sea",NULL
"No. 430.  A group of Esquimaux [i.e. Innuits], Labrador",NULL
"No. 590.  A trouter's shack",NULL
"No. 831.  A typical fishing skipper",NULL
"Rosa.  Fair of the Saint",NULL
"Emigrants on Empress of Britain",NULL
"Emigrants on Empress of Britain",NULL
"Emigrants on Empress of Britain",NULL
"Budapest - the Hungarian settlement at Rostern",NULL
"Galicians at door of Land Office.  Rosthern",NULL
"Vasili Vasilenka...",NULL
"[Macdonald College]",NULL
"Macdonald College: Cookery class",NULL
"Macdonald College",NULL
"Pouring the boiled syrup on to the clean snow, ready for eating",NULL
"The Lobster men's dinner, Tignish Run, P.E.I. [i.e. Prince Edward Island]...",NULL
"Chamberlain bridge, Landing steps, etc, Barbados",NULL
"Native street hawker (yams), Barbados",NULL
"Windmill, sugar works, 'Springhall', St. Lucy, Barbados",NULL
"Interior of cotton factory, Barbados",NULL
"Ski jump : Mount Royal Park, Montreal",NULL
"Hockey match : McGill University, Montreal (University buildings in the background)",NULL
"Curling on Grenadier Pond, near Toronto",NULL
"Tobogganing in High Peak, near Toronto",NULL
"Great Northern and Great Central : Manchester",NULL
"[?] Alphe Infants' School",NULL
"Police Station and Court House, Cedar Valley, Jamaica",NULL
"Market Women",NULL
"P.[ort] Elizabeth.  The Main Street from the Town Hall",NULL
"The old coaching days.  The Mafeking-Bulawayo coach at Mafeking",NULL
"[Locomotive parts leaving Port Natal]",NULL
"Boating on the Orange River, Aliwal North",NULL
"Table Bay and the Devil's Peak from the top of Table Mountain",NULL
"Tembu dance",NULL
"The witch doctor",NULL
"Grinding corn",NULL
"Native sledge",NULL
Abawuata,NULL
"Zulu policemen",NULL
"[Drill at the Reformatory].",NULL
"Cross Street School",NULL
"Prize Day Song The Cross Street Corps",NULL
"Seah eng Kiongs Pineapple Tinning Factory at Bendemeer, Singapore",NULL
"Seah eng Kiongs Pineapple Tinning Factory at Bendemeer, Singapore",NULL
"Collecting latex",NULL
"Tapping rubber : Chain-Gamma system",NULL
"A classroom, Infants' Department, (Girls) Elementary Schools, Valetta",NULL
"Making tortillas in an Indian village",NULL
"The outside pulpit : Holy Trinity Church, Marylebone",NULL
"Port side : upper deck, 'King Edward VII'",NULL
"Paying the men in the Battery : King Edward VII",NULL
"The Cochran, Cruiser, in dock : Portsmouth Dockyard",NULL
"Men leaving Portsmouth Dockyard half-holiday",NULL
"Men leaving Portsmouth Dockyard for Saturday half-holiday",NULL
"Men leaving Portsmouth Dockyard for Saturday half-holiday",NULL
"Men leaving work for Saturday half-holiday from the St Vincent, Portsmouth Dockyard",NULL
"Men leaving work for Saturday half-holiday from the St Vincent, Portsmouth Dockyard",NULL
"The tidal basin : Portsmouth Dockyard",NULL
"Tidal basin steps : Hawke and, to the left, the Grafton",NULL
"The coal roads, leading to the high level tips, Penarth Dock, Cardiff",NULL
"The Llandough coal sidings for Penarth Dock: adjacent to the dock",NULL
"Penarth Dock, Cardiff",NULL
"A vessel from Garston, Liverpool, discharging gas coal at Penarth Hydraulic House",NULL
"No 19 and 20 tips, Penarth Dock",NULL
"Four tip berth at Penarth Basin",NULL
"Four tip berth at Penarth Basin",NULL
"Four tip berth at Penarth Basin",NULL
"On King Edward VII (type) in 12 in magazine, loading powder charges",NULL
"King Edward VII type",NULL
"In the 12 in. barbette",NULL
"Class in the Hebrew school, Gibraltar",NULL
"The Reading lesson in one of the classrooms of the Sacred Heart",NULL
"Boys of Elementary School doing physical drill",NULL
"New selector, Brunswick",NULL
Arrivals,NULL
"Old woman",NULL
"Village school",NULL
"Naval gunners",NULL
"Launch of the Battleship 'Hatsuse'",NULL
"Steamer at sea",NULL
"Bush school, Petrie's Creek, north coastline",NULL
"Sheep washing, Jondaryan, Western Queensland",NULL
"Bullocks drawing timber",NULL
"Trainload of sugar cane going to mill at Ingham",NULL
"Stone quarry, Yangan, nr Warwick",NULL
"Mount Morgan Goldmine, Rockhampton",NULL
"Artesian bore, Cunnamulla (5000000 gallons a day)",NULL
"Chaffing cowpea and sorghum and filling station, Biggenden State Farm",NULL
"Ensilage stack, Westbrook State Farm",NULL
"Arrival of Station mail",NULL
"Off to school",NULL
"[Album page containing photographs of Portsmouth Dock]",NULL
"Grenada Cocao [i.e. Cacao] Estate",NULL
"Grenada.  Cocao [i.e. Cacao] pickers and collectors",NULL
"Grenada.  Packing Cocao [i.e. Cacao] for fermentation",NULL
"[Album page showing Government High School, Peshawar]",NULL
"[Album page containing photographs of Portsmouth Dock]",NULL
"[Album page showing the Mayo School of Art, Lahore]",NULL
"First Colonial Conference, London, April-May 1887",NULL
"[Commonwealth Prime Ministers' Meeting, London, October 1948]",NULL
"Winston Churchill with the nine national representatives",NULL
"[Mrs Gandhi and Ramphal conferring]",NULL
"[Mrs Thatcher and President Shagari]",NULL
"[Mrs Robert Mugabe]",NULL
"[Robert and Mrs Mugabe]",NULL
"[Prime Ministers Eugenia Charles of Dominica, Margaret Thatcher and Indira Gandhi]",NULL
"[Bob Hawke talking to the press]",NULL
"[Tom Adams outside the Bom Jesus Basilica]",NULL
"[Pierre Trudeau and priests outside the Bom Jesus Basilica]",NULL
"[Anti-CHOGM street play outside the Media Centre, Goa]",NULL
"[Tibetan refugees demonstrating outside the Fidalgo Hotel, Goa]",NULL
"[Mrs Gandhi and Ramphal by steps]",NULL
"[Mrs Gandhi and Mugabe]",NULL
"[Opening Ceremony 23 November]",NULL
"[Delegates at the President's Reception]",NULL
"[Delegates at the President's Reception]",NULL
"[School children at Dabolim Airport waving flags]",NULL
"Open-air dispensary",NULL
"Interior of St. Paul's Cathedral, Mengo",NULL
"African couple outside house",NULL
"Missionaries' washing day",NULL
"Tribal types",NULL
"Missionary with African children",NULL
"Preaching outside a tent at Chagakha",NULL
"Sekinah [?] and family, June 1906",NULL
"Ruth's wedding, June 1906",NULL
"The Lin family, 1910",NULL
"Schooner, Bequia",NULL
"Carriacou regatta : schooner",NULL
"Jerash : flute player",NULL
"Husein [i.e. Hussein] and Hassan",NULL
"A break in the pipeline",NULL
"Suakin [i.e. Sawakin]",NULL
"Tent of Amara Arabs",NULL
"[The camping site]",NULL
"Trip by Colonel and Mrs Hebbert.  1943",NULL
"The last lunch in Eritrea",NULL
"In the Waldia [i.e. Weldiya] Market",NULL
"Lalibela.  Church of St Emmanuel",NULL
"Priests at Geneta Mariam M'/Lalibela",NULL
"Near Guaruja : schoolchildren, beach and village scenes",NULL
"Outward journey to Papua and New Guinea : bogged jeep, Markham valley",NULL
"Fiji arrival : Nailaga dancers : First Fijian welcome",NULL
"Laucala Bay : Sunderland at sunrise",NULL
"Laucala Bay : RNZAF Sunderlands",NULL
"Tonga : ?Noble children outside Palace",NULL
"Tungi's offshore island",NULL
Dancers,NULL
"'Kiakia' [boat] and bathers, Betio harbour",NULL
"Bikenabu : Elaine Bernacchi Girls Secondary School",NULL
"Helicopter on Pln Post on hill top",NULL
"Mukeiras : band marching",NULL
"Mukeiras : Feu de Joie",NULL
Seiyun,NULL
"[Mounted Mosuto boy]",NULL
"[Building under construction]",NULL
"Vender [i.e. Venda] women and Vic Leibbrandt, near Sibosa",NULL
"Mine dancing",NULL
"Selling bread",NULL
"A Cyprian maid",NULL
"Youth and old age",NULL
"An aged Cypriote",NULL
Beggars,NULL
"Greek monks.  St. Pantalemoni [? Saint Panteleimon]",NULL
"A dwelling on the highlands of Kalopanagiotissa [i.e. Kalopanayiotis]",NULL
"Women at a well, Levka [i.e. Lefka]",NULL
Mountaineers,NULL
Mountaineers,NULL
"A village group, Trashibiola",NULL
"Group at Avgoru [? Avgorou]",NULL
"The Village Priest, Avgoru [? Avgorou]",NULL
"A Cypriote boy",NULL
"Modern female attire in Cyprus",NULL
"[Panorama of Famagusta, 1870's]",NULL
"Edward Frejus",NULL
"Doris Glasgow",NULL
"Nicholas Octave",NULL
"Hindu Temple festival, Colombo",NULL
"No. 166.  Ceylon villagers",NULL
"Presbyterian Church, Balclutha, N.Z. [i.e. New Zealand]",NULL
"Gentlemen of Ladak Baltistan and Little Tibet",NULL
"Ladaki ladies",NULL
"Eureka Street School, Petrolea, Ont. [i.e. Ontario]",NULL
"Maud Street School, Petrolea, Ont. [i.e. Ontario]",NULL
"Malay raft houses",NULL
"Malay boy pounding rice",NULL
"Chinese family taking their meal, 1948",NULL
"4th class passengers",NULL
"Mombasa from the Fort",NULL
"Place D. Pedro II (du Castel)",NULL
"[Panoramic view of ?Las Palmas de Gran Canaria]",NULL
"[Harvesting sugar cane, Madeira]",NULL
"[Transporting sugar cane, Madeira]",NULL
"[Funchal harbour and town, Madeira]",NULL
"View from Edinburgh Castle looking east",NULL
"Malta - Chapel Bones",NULL
"Viscount Bury",NULL
"The Market, Gibraltar",NULL
"[First part of: Panoramic view of ?Las Palmas de Gran Canaria]",NULL
"[Second part of: Panoramic view of ?Las Palmas de Gran Canaria - Plate 1]",NULL
1928,NULL
1928,NULL
"Books drying in the barber's shop",NULL
"[Transfer of the Royal Commonwealth Society Library to Cambridge]",NULL
"[Album page recording the visit of the Prince and Princess of Wales to Amristar]",NULL
"[Album page recording the visit of the Prince and Princess of Wales to Calcutta]",NULL
"[Album page recording the visit of the Prince and Princess of Wales to Benares (Varanasi)]",NULL
"Panoramic view of Colombo Harbour",NULL
"Brake and Luggage Van",NULL
"Attendants' Dining Saloon",NULL
"Kitchen Carriage",NULL
"Dining Saloon",NULL
"Staff Saloon",NULL
"His Royal Highness's Saloon",NULL
"Her Royal Highness's Saloon",NULL
"Staff Saloon",NULL
"Staff Saloon",NULL
"Railway Officers' Carriage",NULL
[Locomotive],NULL
[Locomotive],NULL
"[Album page from scrapbook]",NULL
"[First part of:] General view of Jaipur",NULL
"[Second part of:] General view of Jaipur",NULL
"[First part of a panoramic view showing the area over which the manoeuvres took place]",NULL
"[Second part of: Panoramic view showing the area over which the manoeuvres took place]",NULL
"[Third part of: Panoramic view showing the area over which the manoeuvres took place]",NULL
