	Title	OAI	Authors	Full Text	Harvest date	DOI	Unnamed: 0	paper_id	ref	citedBy	publish_year
2894	Retinal Glia Promote Dorsal Root Ganglion Axon Regeneration	oai:dspace-production:1810/247605	Barbara Lorber, Daniel J. Chew, Stefanie M. Hauck, Rachel S. Chong, James W. Fawcett and Keith R. Martin	No	2016-05-18T11:30:50Z	10.1371/journal.pone.0115996	124376848	7A25F094	0	0	2015
2895	Reconfigurable Predictive Control for Redundantly Actuated Systems with Parameterised Input Constraints	oai:dspace-production:1810/247573	Edward N. Hartley and Jan M. Maciejowski	No	2016-05-18T11:30:49Z	10.1016/j.sysconle.2014.01.002	125302492	7BEA8C86	20	1	2014
2896	Multiple steady states in exchange flows across faults and the dissolution of CO2	oai:dspace-production:1810/247574	Andrew W. Woods, Marc Hesse, Rachel Berkowitz and Kyung Won Chang	Yes	2016-05-18T11:30:49Z	10.1017/jfm.2015.100	12338907	770C4F9D	20	0	2015
2897	Parental care masks a density-dependent shift from cooperation to competition among burying beetle larvae	oai:dspace-production:1810/247507	Matthew Schrader, Benjamin J. M. Jarrett and Rebecca M. Kilner	No	2016-05-18T11:30:49Z	10.1111/evo.12615	118967641	59E9FDA6	0	2	2015
2898	Cultured Subventricular Zone Progenitor Cells Transduced with Neurogenin-2 Become Mature Glutamatergic Neurons and Integrate into the Dentate Gyrus	oai:dspace-production:1810/245683	Xia Chen, Alexandra Lepier, Benedikt Berninger, Aviva M. Tolkovsky and Joe Herbert	No	2016-05-18T11:30:27Z	10.1371/journal.pone.0031547	124479656	7743CA8F	36	6	2012
2899	Revisiting non-offspring nursing: allonursing evolves when the costs are low	oai:dspace-production:1810/245696	K. J. MacLeod and D. Lukas	No	2016-05-18T11:30:27Z	10.1098/rsbl.2014.0378	91644576	7FF66EA7	23	3	2014
2900	Towards the Synthesis of Guanidinate- and Amidinate-Bridged Dimers of Mn and Ni	oai:dspace-production:1810/245571	Francesca A. Stokes, Lars Kloo, Philip J. Harford, Andrew J. Peel, Robert J. Less, Andrew E. H. Wheatley and Dominic S. Wright	No	2016-05-18T11:30:26Z	10.1071/CH14271	125835106	7D7A5C25	26	1	2014
2901	Magnetite-bubble aggregates at mixing interfaces in andesite magma bodies	oai:dspace-production:1810/245754	M. Edmonds, A. Brett, R. A. Herd, M. C. S. Humphreys and A. Woods	No	2016-05-18T11:30:27Z	10.1144/SP410.7	5612072	8135AF07	0	1	2014
2902	The Activity of Glycopeptide Antibiotics Against Resistant Bacteria Correlates with their Ability to Induce the Resistance System	oai:dspace-production:1810/245761	Min Jung Kwun and Hee-Jeon Hong	No	2016-05-18T11:30:27Z	10.1128/AAC.03668-14	13811381	7D37183D	20	1	2014
2903	Effects of Methamphetamine Administration on Information Gathering during Probabilistic Reasoning in Healthy Humans	oai:dspace-production:1810/245702	Anna O. Ermakova, Pranathi Ramachandra, Philip R. Corlett, Paul C. Fletcher and Graham K. Murray	No	2016-05-18T11:30:27Z	10.1371/journal.pone.0102683	124393229	7E92F6E2	41	1	2014
2904	Diagnosis, investigation and management of hereditary spastic paraplegias in the era of next-generation sequencing	oai:dspace-production:1810/246732	Anke Hensiek, Stephen Kirker and Evan Reid	No	2016-05-18T11:30:37Z	10.1007/s00415-014-7598-y	111515549	7734D3CA	84	1	2014
2905	Modelling the natural history of Huntington?s disease progression	oai:dspace-production:1810/246725	W. L. Kuan, A. Kasis, Y. Yuan, S. L. Mason, A. S. Lazar, R. A. Barker and J. Gon?alves	No	2016-05-18T11:30:37Z	10.1136/jnnp-2014-308153	98996426	7D8FF25A	15	0	2015
2906	CFRP SHEAR STRENGTHENING OF REINFORCED CONCRETE T-BEAMS WITH CORRODED SHEAR LINKS	oai:dspace-production:1810/246614	Shunde Qin, Samir Dirar, Jian Yang, Andrew H. C. Chan and Mohammed Elshafie	No	2016-05-18T11:30:37Z	10.1061/(ASCE)CC.1943-5614.0000548	119180738	79D42936	15	1	2014
2907	A 3-D in vitro co-culture model of mammary gland involution	oai:dspace-production:1810/246961	Jonathan J. Campbell, Laur-Alexandru Botos, Timothy J. Sargeant, Natalia Davidenko, Ruth E. Cameron and Christine J. Watson	No	2016-05-18T11:30:42Z	10.1039/C3IB40257F	2114515	761DD6FE	31	2	2014
2908	Cytochrome P450 site of metabolism prediction from 2D topological fingerprints using GPU accelerated probabilistic classifiers	oai:dspace-production:1810/248132	Jonathan D. Tyzack, Hamse Y. Mussa, Mark J. Williamson, Johannes Kirchmair and Robert C. Glen	No	2016-05-18T11:30:54Z	10.1186/1758-2946-6-29	12751739	7D67F69C	43	3	2014
2909	7 Tesla fMRI Reveals Systematic Functional Organization for Binocular Disparity in Dorsal Visual Cortex	oai:dspace-production:1810/246975	Nuno R. Goncalves, Hiroshi Ban, Rosa M. S?nchez-Panchuelo, Susan T. Francis, Denis Schluppeck and Andrew E. Welchman	No	2016-05-18T11:30:42Z	10.1523/JNEUROSCI.3047-14.2015	115353743	7ACD0DC6	37	1	2015
2910	Synthetic studies toward the brasilinolides: controlled assembly of a protected C1?C38 polyol based on fragment union by complex aldol reactions	oai:dspace-production:1810/248111	Ian Paterson, Michael P. Housden, Christopher J. Cordier, Paul M. Burton, Friedrich A. M?hlthau and Olivier Loiseleur	No	2016-05-18T11:30:54Z	10.1039/C5OB00498E	104959831	79648102	28	1	2015
2911	Are owners' reports of their dogs? ?guilty look? influenced by the dogs? action and evidence of the misdeed?	oai:dspace-production:1810/246981	Ljerka Ostoji?, Mladenka Tkal?i? and Nicola S. Clayton	No	2016-05-18T11:30:42Z	10.1016/j.beproc.2014.12.010	119311375	7C15DB91	14	0	2015
2912	Responsive Double Network Hydrogels of Interpenetrating DNA and CB[8] Host?Guest Supramolecular Systems	oai:dspace-production:1810/248119	Chuang Li, Matthew J. Rowland, Yu Shao, Tianyang Cao, Chun Chen, Haoyang Jia, Xu Zhou, Zhongqiang Yang, Oren A. Scherman and Dongsheng Liu	No	2016-05-18T11:30:54Z	10.1002/adma.201501102	120008159	804D10A6	34	0	2015
2913	Fragile charge order in the non-superconducting ground state of the underdoped high temperature superconductors	oai:dspace-production:1810/248063	B. S. Tan, N. Harrison, Z. Zhu, F. F. Balakirev, B. J. Ramshaw, A. Srivastava, S. A. Sabok, B. Dabrowski, G. G. Lonzarich and Suchitra E. Sebastian	No	2016-05-18T11:30:53Z	10.1073/pnas.1504164112	8971443	6F8D6A32	24	0	2015
2914	Identification of Amino Acid Substitutions Supporting Antigenic Change of Influenza A(H1N1)pdm09 Viruses	oai:dspace-production:1810/248049	Bj?rn F. Koel, Ramona M?gling, Salin Chutinimitkul, Pieter L. Fraaij, David F. Burke, Stefan van der Vliet, Emmie de Wit, Theo M. Bestebroer, Guus F. Rimmelzwaan, Albert D. M. E. Osterhaus, Derek J. Smith, Ron A. M. Fouchier and Miranda de Graaf	No	2016-05-18T11:30:53Z	10.1128/JVI.02962-14	115564096	815A9412	37	2	2015
2915	Matrix Metalloproteinase Expression in Contusional Traumatic Brain Injury: A Paired Microdialysis Study	oai:dspace-production:1810/248055	Matthew R. Guilfoyle, Keri L. H. Carpenter, Adel Helmy, John D. Pickard, David K. Menon and Peter J. A. Hutchinson	No	2016-05-18T11:30:53Z	10.1089/neu.2014.3764	12540227	823E1A55	0	0	2015
2916	Kinesin-4 functions in vesicular transport on cortical microtubules and regulates cell wall mechanics during cell elongation in plants	oai:dspace-production:1810/248168	Zhaosheng Kong, Motohide Ioki, Siobhan Braybrook, Shundai Li, Zheng-Hua Ye, Yuh-Ru Julie Lee, Takashi Hotta, Anny Chang, Juan Tian, Guangda Wang and Bo Liu	No	2016-05-18T11:31:01Z	10.1016/j.molp.2015.01.004	123902945	5DBE583C	62	3	2015
2917	Drug-resistance mechanisms and tuberculosis drugs	oai:dspace-production:1810/247646	Claudio U. K?ser, Babak Javid, Kathleen Liddell, Matthew J. Ellington, Silke Feuerriegel, Stefan Niemann, Nicholas M. Brown, William J. Burman, Ibrahim Abubakar, Nazir A. Ismailj, David Moorek, Sharon J. Peacock and M. Est?e T?r?k	No	2016-05-18T11:30:50Z	10.1016/S0140-6736(14)62450-8	93201526	7869EF80	20	1	2015
2918	Future Supply Chains Enabled by Continuous Processing - Opportunities and Challenges. May 20?21, 2014 Continuous Manufacturing Symposium	oai:dspace-production:1810/247649	Jagjit Singh Srai, Clive Badman, Markus Krumme, Mauricio Futran and Craig Johnston	No	2016-05-18T11:30:50Z	10.1002/jps.24343	8229678	808BAAA4	0	2	2015
2919	The effect of rare variants on inflation of the test statistics in case?control analyses	oai:dspace-production:1810/247633	Ailith Pirie, Angela Wood, Michael Lush, Jonathan Tyrer and Paul D. P. Pharoah	No	2016-05-18T11:30:50Z	10.1186/s12859-015-0496-1	117628362	753B4548	18	0	2015
2920	Crown plasticity enables trees to optimize canopy packing in mixed-species forests	oai:dspace-production:1810/247658	Tommaso Jucker, Olivier Bouriaud and David A. Coomes	No	2016-05-18T11:30:50Z	10.1111/1365-2435.12428	99094475	79E77477	43	2	2015
2921	Direct photonic coupling of a semiconductor quantum dot and a trapped ion	oai:dspace-production:1810/248628	H. M. Meyer, R. Stockill, M. Steiner, C. Le Gall, C. Matthiesen, E. Clarke, A. Ludwig, J. Reichel, M. Atat?re and M. K?hl	No	2016-05-18T11:31:05Z	10.1103/PhysRevLett.114.123001	101666192	797500F4	0	1	2014
2922	The novel ?-opioid receptor antagonist GSK1521498 decreases both alcohol seeking and drinking: evidence from a new preclinical model of alcohol seeking	oai:dspace-production:1810/248587	Chiara Giuliano, Charles R. Goodlett, Daina Economidou, Maria P. Garc?a-Pardo, David Belin, Trevor W. Robbins, Edward T. Bullmore and Barry J. Everitt	No	2016-05-18T11:31:05Z	10.1038/npp.2015.152	102949446	59EEF790	51	1	2015
2923	Do Prosecutors use Interview Instructions or Build Rapport with Child Witnesses?	oai:dspace-production:1810/248656	Elizabeth C. Ahern, Stacia N. Stolzenberg and Thomas D. Lyon	No	2016-05-18T11:31:06Z	10.1002/bsl.2183	5054236	6C2D76EF	0	0	2015
2924	Hybrid Filtration Membranes incorporating Nanoporous Silica within a Nanoscale Alumina Fibre Scaffold	oai:dspace-production:1810/248574	Veronica Mei Tiing Su and Trevor William Clyne	No	2016-05-18T11:31:05Z	10.1002/adem.201500220	126525336	71744912	0	0	2015
2925	Nomenclature updates resulting from the evolution of avian influenza A(H5) virus clades 2.1.3.2a, 2.2.1, and 2.3.4 during 2013-2014	oai:dspace-production:1810/248654	Gavin J. D. Smith, Ruben O. Donis and World Health Organization/World Organisation for Animal Health/Food and Agriculture Organization (WHO/OIE/FAO) H5 Evolution Working Group	No	2016-05-18T11:31:06Z	10.1111/irv.12324	107598244	5D94D15E	0	3	2015
2926	Electric control of the spin Hall effect by intervalley transitions	oai:dspace-production:1810/246932	N. Okamoto, H. Kurebayashi, T. Trypiniotis, I. Farrer, D. A. Ritchie, E. Saitoh, J. Sinova, J. Ma?ek, T. Jungwirth and C. H. W. Barnes	No	2016-05-18T11:30:39Z	10.1038/nmat4059	116295416	7B71202D	40	5	2014
2927	Fertility, social class, gender and the professional model: statistical explanation and historical significance	oai:dspace-production:1810/246815	Simon Szreter	No	2016-05-18T11:30:38Z	10.1111/ehr.12102	122796290	5BD7B8C9	0	0	2015
2928	PAXX, a paralog of XRCC4 and XLF, interacts with Ku to promote DNA double-strand break repair	oai:dspace-production:1810/246822	Takashi Ochi, Andrew N. Blackford, Julia Coates, Satpal Jhujh, Shahid Mehmood, Naoka Tamura, Jon Travers, Qian Wu, Viji M. Draviam, Carol V. Robinson, Tom L. Blundell and Stephen P. Jackson	No	2016-05-18T11:30:38Z	10.1126/science.1261971	92380890	7A15D36B	39	12	2015
2929	PAXX, a paralog of XRCC4 and XLF, interacts with Ku to promote DNA double-strand break repair	oai:dspace-production:1810/246822	Takashi Ochi, Andrew N. Blackford, Julia Coates, Satpal Jhujh, Shahid Mehmood, Naoka Tamura, Jon Travers, Qian Wu, Viji M. Draviam, Carol V. Robinson, Tom L. Blundell and Stephen P. Jackson	No	2016-05-18T11:30:38Z	10.1126/science.1261971	92483314	04C84B1B	0	8	2015
2930	Volume and porosity thermal regulation in lipid mesophases by coupling mobile ligands to soft membranes	oai:dspace-production:1810/246836	Lucia Parolini, Bortolo M. Mognetti, Jurij Kotar, Erika Eiser, Pietro Cicuta and Lorenzo Di Michele	No	2016-05-18T11:30:38Z	10.1038/ncomms6948	105396017	77BFE229	46	1	2014
2931	Insights into assembly of the macromolecular inflammasome complex	oai:dspace-production:1810/246848	Tom P. Monie and Joseph P. Boyle	No	2016-05-18T11:30:38Z	10.2478/infl-2014-0009	64996859	789AD999	37	0	2014
2932	Effect of micro-patterning on bacterial adhesion on PET (polyethylene terephthalate) surface	oai:dspace-production:1810/246675	Liyun Wang, Wei Chen and Eugene Terentjev	No	2016-05-18T11:30:37Z	10.1177/0885328214563998	102168165	7BAEE202	0	0	2014
2933	Materials Selection for Oxide-based Resistive Random Access Memories	oai:dspace-production:1810/246700	Yuzheng Guo and John Robertson	No	2016-05-18T11:30:37Z	10.1063/1.4903470	17074467	7BFCFE37	40	4	2014
2934	Autophagy in the fight against tuberculosis	oai:dspace-production:1810/246890	Carla F. Bento, Nuno Empadinhas and V?tor Mendes	No	2016-05-18T11:30:39Z	10.1089/dna.2014.2745	121618969	633EAC0A	0	0	2015
2935	A Frailty Instrument for primary care for those aged 75 years or more: findings from the Survey of Health, Ageing and Retirement in Europe, a longitudinal population-based cohort study (SHARE-FI75+)	oai:dspace-production:1810/246764	Roman Romero-Ortuno and Christopher Soraghan	No	2016-05-18T11:30:38Z	10.1136/bmjopen-2014-006645	114956024	7E78E9E4	69	0	2014
2936	Mep72, a Metzincin Protease That Is Preferentially Secreted by Biofilms of Pseudomonas aeruginosa	oai:dspace-production:1810/246786	Ian J. Passmore, Kahoko Nishikawa, Kathryn S. Lilley, Steven D. Bowden, Jade C. S. Chung and Martin Welch	No	2016-05-18T11:30:38Z	10.1128/JB.02404-14	124927410	78EC7648	49	1	2015
2937	Closing Yield Gaps: Perils and Possibilities for Biodiversity Conservation	oai:dspace-production:1810/246857	Ben Phalan, Rhys Green and Andrew Balmford	No	2016-05-18T11:30:38Z	10.1098/rstb.2012.0285	14168454	801D51F4	71	11	2014
2938	Cornsweet surfaces for selective contrast enhancement	oai:dspace-production:1810/246462	Henrik Lieng, Tania Pouli, Erik Reinhard, Ji?? Kosinka and Neil A. Dodgson	No	2016-05-18T11:30:36Z	10.1016/j.cag.2014.04.001	113917186	7C054A17	18	0	2014
2939	An engineered community approach for industrial cultivation of microalgae	oai:dspace-production:1810/246448	Elena Kazamia, Anthony S. Riseley, Christopher J. Howe and Alison G. Smith	No	2016-05-18T11:30:36Z	10.1089/ind.2013.0041	113557080	7A8065B1	1	3	2014
2940	An engineered community approach for industrial cultivation of microalgae	oai:dspace-production:1810/246448	Elena Kazamia, Anthony S. Riseley, Christopher J. Howe and Alison G. Smith	No	2016-05-18T11:30:36Z	10.1089/ind.2013.0041	113557368	0162E757	0	0	2014
2941	Formation of a heterometallic AlIII/SmIII complex involving a novel [EtAl(2-py)2O]2- ligand (2-py = 2-pyridyl)	oai:dspace-production:1810/246455	Ra?l Garc?a-Rodr?guez, Hayley R. Simmonds and Dominic S. Wright	No	2016-05-18T11:30:36Z	10.1021/om5009132	99834930	79EAD7C8	0	0	2014
2942	Investigating the widely held belief that men and women with learning disabilities receive poor quality healthcare when admitted to hospital: a single-site study of 30-day readmission rates	oai:dspace-production:1810/247995	C. L. Kelly, K. Thomson, A. P. Wagner, J. P. Waters, A. Thompson, S. Jones, A. J. Holland and M. Redley	No	2016-05-18T11:30:53Z	10.1111/jir.12193	1645675	73AD1951	0	0	2015
2943	Source-code queries with graph databases?with application to programming language usage and evolution	oai:dspace-production:1810/247929	Raoul-Gabriel Urma and Alan Mycroft	No	2016-05-18T11:30:52Z	10.1016/j.scico.2013.11.010	120068735	784A661E	16	1	2015
2944	Resilience in Pre-Columbian Caribbean House-Building: Dialogue Between Archaeology and Humanitarian Shelter	oai:dspace-production:1810/247934	A. V. M. Samson, C. A. Crawford, M. L. P. Hoogland and C. L. Hofman	No	2016-05-18T11:30:52Z	10.1007/s10745-015-9741-5	96679389	7D0D0C87	48	0	2015
2945	Genetic Dissection of a Regionally Differentiated Network for Exploratory Behavior in Drosophila Larvae	oai:dspace-production:1810/247904	Jimena Berni	No	2016-05-18T11:30:52Z	10.1016/j.cub.2015.03.023	15824888	64CC4275	34	2	2015
2946	Greater accordance with the DASH dietary pattern is associated with lower diet-related greenhouse gas production but higher dietary costs in the United Kingdom	oai:dspace-production:1810/248099	Pablo Monsivais, Peter Scarborough, Tina Lloyd, Anja Mizdrak, Robert Luben, Angela A. Mulligan, Nicholas J. Wareham and James Woodcock	No	2016-05-18T11:30:53Z	10.3945/ajcn.114.090639	55608570	843F62EE	0	0	2015
2947	Greater accordance with the DASH dietary pattern is associated with lower diet-related greenhouse gas production but higher dietary costs in the United Kingdom	oai:dspace-production:1810/248099	Pablo Monsivais, Peter Scarborough, Tina Lloyd, Anja Mizdrak, Robert Luben, Angela A. Mulligan, Nicholas J. Wareham and James Woodcock	No	2016-05-18T11:30:53Z	10.3945/ajcn.114.090639	91795900	7B28BA99	34	0	2015
2948	Making food labels social: The impact of colour of nutritional labels and injunctive norms on perceptions and choice of snack foods	oai:dspace-production:1810/248029	Milica Vasiljevic, Rachel Pechey and Theresa M. Marteau	No	2016-05-18T11:30:53Z	10.1016/j.appet.2015.03.034	98078337	7CA772E3	70	0	2015
2949	Ramping single unit activity in the medial prefrontal cortex and ventral striatum reflects the onset of waiting but not imminent impulsive actions	oai:dspace-production:1810/248000	Nicholas A. Donnelly, Ole Paulsen, Trevor W. Robbins and Jeffrey W. Dalley	No	2016-05-18T11:30:53Z	10.1111/ejn.12895	110375327	7B535153	57	1	2015
2950	Measuring Asymmetry in Time-Stamped Phylogenies	oai:dspace-production:1810/248615	Bethany L. Dearlove and Simon D. W. Frost	No	2016-05-18T11:31:05Z	10.1371/journal.pcbi.1004312	17265370	2FEBCB2B	50	0	2015
2951	An unusual xylan in Arabidopsis primary cell walls is synthesised by GUX3, IRX9L, IRX10L and IRX14	oai:dspace-production:1810/248502	Jenny Mortimer, Nuno Blanc, Xiaolan Yu, Theodora Tryfona, Mathias Sorieul, Yao Zong Ng, Zhinong Zhang, Katherine Stott, Nadine Anders and Paul Dupree	No	2016-05-18T11:31:04Z	10.1111/tpj.12898	9277968	744660A8	0	0	2015
2952	On the nature of the omega tri-layer periodicity in rapidly cooled Ti-15Mo	oai:dspace-production:1810/248516	J. M. Bennett, J. S. Barnard, H. J. Stone, P. A. Midgley, D. Rugg and N. G. Jones	No	2016-05-18T11:31:04Z	10.1016/j.scriptamat.2015.05.025	4807988	254EF81F	13	0	2015
2953	Principles of genome evolution in the Drosophila melanogaster species group.	oai:dspace-production:1810/236601	J. M. Ranz, D. Maurin, Y. S. Chan, M. von Grotthuss, L. W. Hillier, John Roote, Michael Ashburner and Casey M. Bergman	Yes	2016-05-18T11:29:42Z	10.1371/journal.pbio.0050152	95518717	7C92E90E	267	78	2007
2954	Evidence for formation of multi-quantum dots in hydrogenated graphene	oai:dspace-production:1810/244083	Chiashain Chuang, Reuben K. Puddy, Malcolm R. Connolly, Shun-Tsung Lo, Huang-De Lin, Tse-Ming Chen, Charles G. Smith and Chi-Te Liang	No	2016-05-18T11:30:16Z	10.1186/1556-276X-7-459	117746234	7D3A677A	42	367	2012
2955	Impact of plain packaging of tobacco products on smoking in adults and children: an elicitation of international experts? estimates	oai:dspace-production:1810/244205	Rachel Pechey, David Spiegelhalter and Theresa M Marteau	No	2016-05-18T11:30:17Z	10.1186/1471-2458-13-18	104270483	7D068780	17	128	2013
2956	The quest for modernisation of traditional Chinese medicine	oai:dspace-production:1810/244685	Qihe Xu, Rudolf Bauer, Bruce M Hendry, Tai-Ping Fan, Zhongzhen Zhao, Pierre Duez, Monique SJ Simmonds, Claudia M Witt, Aiping Lu, Nicola Robinson, De-an Guo and Peter J Hylands	No	2016-05-18T11:30:20Z	10.1186/1472-6882-13-132	9529800	784BEBCA	80	28	2013
2957	A single mutation in the core domain of the lac repressor reduces leakiness	oai:dspace-production:1810/244733	Pietro Gatti-Lafranconi, Willem P. Dijkman, Sean R. A. Devenish and Florian Hollfelder	No	2016-05-18T11:30:20Z	10.1186/1475-2859-12-67	125480102	7D366331	69	31	2013
2958	Phosphorylation of HOX11/TLX1 on Threonine-247 during mitosis modulates expression of cyclin B1	oai:dspace-production:1810/237709	Edwin Chen, Xiaoyong Huang, Yanzhen Zheng, You-Jun Li, Alden Chesney, Yaacov Ben-David, Eric Yang and Margaret R. Hough	No	2016-05-18T11:29:50Z	10.1186/1476-4598-9-246	98514908	80CB10BF	76	59	2010
2959	A first-generation integrated tammar wallaby map and its use in creating a tammar wallaby first-generation virtual genome map	oai:dspace-production:1810/241592	Chenwei Wang, Janine E. Deakin, Willem Rens, Kyall R. Zenger, Katherine Belov, Jennifer A. Marshall Graves and Frank W. Nicholas	No	2016-05-18T11:30:00Z	10.1186/1471-2164-12-422	115154553	7D3FC7ED	33	75	2011
2960	Reverse engineering a gene network using an asynchronous parallel evolution strategy	oai:dspace-production:1810/237860	Luke Jostins and Johannes Jaeger	No	2016-05-18T11:29:50Z	10.1186/1752-0509-4-17	122274194	7BA120B7	9	6	2010
2961	DnaA and the timing of chromosome replication in Escherichia coli as a function of growth rate	oai:dspace-production:1810/241920	Matthew A. A. Grant, Chiara Saggioro, Ulisse Ferrari, Bruno Bassetti, Bianca Sclavi and Marco Cosentino Lagomarsino	No	2016-05-18T11:30:01Z	10.1186/1752-0509-5-201	122275300	7B6F9FF3	65	49	2011
2962	Predicting the mechanism of phospholipidosis	oai:dspace-production:1810/241669	Robert Lowe, Hamse Y Mussa, Florian Nigsch, Robert C Glen and John BO Mitchell	No	2016-05-18T11:30:00Z	10.1186/1758-2946-4-2	12752315	80E07A15	23	15	2012
2963	Individual, socio-cultural and environmental predictors of uptake and maintenance of active commuting in children: longitudinal results from the SPEEDY study	oai:dspace-production:1810/244699	Jenna Panter, Kirsten Corder, Simon J. Griffin, Andrew P. Jones and Esther M. F. van Sluijs	No	2016-05-18T11:30:20Z	10.1186/1479-5868-10-83	94911410	7EF33F6F	29	18	2013
2964	Empirical Bayesian analysis of paired high-throughput sequencing data with a beta-binomial distribution	oai:dspace-production:1810/244596	Thomas J. Hardcastle and Krystyna A. Kelly	No	2016-05-18T11:30:20Z	10.1186/1471-2105-14-135	117626841	76D7B4DA	23	29	2013
2965	CD146 expression is associated with a poor prognosis in human breast tumors and with enhanced motility in breast cancer cell lines	oai:dspace-production:1810/237577	Gwladys Zabouo, Anne-Marie Imbert, Jocelyne Jacquemier, Pascal Finetti, Thomas Moreau, Benjamin Esterni, Daniel Birnbaum, Francois Bertucci and Christian Chabannon	No	2016-05-18T11:29:49Z	10.1186/bcr2215	10619253	79A92FC8	41	58	2009
2966	About making a CHO production cell line &#8220;research-friendly&#8221; by genetic engineering	oai:dspace-production:1810/240610		No	2016-05-18T11:29:55Z	10.1186/1753-6561-5-S8-P132	107385181	79A82E07	3	3	2011
2967	Screening for ovarian cancer in women with varying levels of risk, using annual tests, results in high recall for repeat screening tests.	oai:dspace-production:1810/240688	Marielle A. E. Nobbenhuis, Elizabeth Bancroft, Eleanor Moskovic, Fiona Lennard, Paul D. P. Pharoah, Ian Jacobs, Ann Ward, Desmond P. J. Barton, Thomas E. J. Ind, John H. Shepherd, Jane E. Bridges, Martin Gore, Chris Haracopos, Susan Shanley, Audrey Ardern-Jones, Sarah Thomas and Rosalind A. Eeles	No	2016-05-18T11:29:55Z	10.1186/1897-4287-9-11	3778578	8095F08A	18	2	2011
2968	The in vivoexpression of actin/salt-resistant hyperactive DNase I inhibits the development of anti-ssDNA and anti-histone autoantibodies in a murine model of systemic lupus erythematosus	oai:dspace-production:1810/238240	Anthony P. Manderson, Francesco Carlucci, Peter J. Lachmann, Robert A. Lazarus, Richard J. Festenstein, Herbert T. Cook, Mark J. Walport and Marina Botto	No	2016-05-18T11:29:52Z	10.1186/ar1936	10068122	8109F5BB	57	58	2006
2969	Scoring functions and enrichment: a case study on Hsp90	oai:dspace-production:1810/238052	Chrysi Konstantinou-Kirtay, John B O Mitchell and James A Lumley	No	2016-05-18T11:29:51Z	10.1186/1471-2105-8-27	117624323	746307A6	27	61	2007
2970	Polarization and orientation of retinal ganglion cells in vivo	oai:dspace-production:1810/238059	Flavio R. Zolessi, Lucia Poggi, Christopher J. Wilkinson, Chi-Bin Chien and William A. Harris	No	2016-05-18T11:29:51Z	10.1186/1749-8104-1-2	113055371	7E1E8441	40	89	2006
2971	A comprehensive gene expression atlas of sex- and tissue-specificity in the malaria vector, Anopheles gambiae.	oai:dspace-production:1810/238400	Dean A. Baker, Tony Nolan, Bettina Fischer, Alex Pinder, Andrea Crisanti and Steven R. Russell	No	2016-05-18T11:29:53Z	10.1186/1471-2164-12-296	115156074	7742B6DF	53	129	2011
2972	Ultrasonographic evaluation of the supraspinous ligament in a series of ridden and unridden horses and horses with unrelated back pathology	oai:dspace-production:1810/238045	Frances M D Henson, Luis Lamas, Sabina Knezevic and Leo B Jeffcott	No	2016-05-18T11:29:51Z	10.1186/1746-6148-3-3	16569300	7C2846CA	3	27	2007
2973	Common variation in EMSYand risk of breast and ovarian cancer: a case-control study using HapMap tagging SNPs	oai:dspace-production:1810/238096	Patrick R. Benusiglio, Fabienne Lesueur, Craig Luccarini, Joan McIntosh, Robert Luben, Paula Smith, Alison M. Dunning, Douglas F. Easton, Bruce A. J. Ponder and Paul D. P. Pharoah	No	2016-05-18T11:29:52Z	10.1186/1471-2407-5-81	3981874	5A2BAC20	29	64	2005
2974	Reasons for shunting and reasons for revision: a survey based on data from the UK Shunt Registry	oai:dspace-production:1810/238110		No	2016-05-18T11:29:52Z	10.1186/1743-8454-1-S1-S49	106314692	5C550E5A	0	0	2004
2975	Structural Influence of gene networks on their inference: Analysis of C3NET	oai:dspace-production:1810/238515	Gokmen Altay and Frank Emmert-Streib	No	2016-05-18T11:29:53Z	10.1186/1745-6150-6-31	95079073	7DEAB66C	57	45	2011
2976	Elucidating the mechanisms underlying GATA-1 activity	oai:dspace-production:1810/244343	Roland Gamsjaeger, Ana Silva, Nicholas Shepherd, Lorna Wilkinson-White, Ernest Laue, Gerd Blobel, Jacgui Matthews and Joel Mackav	No	2016-05-18T11:30:18Z	10.1186/1756-8935-6-S1-P49	5628374	5F699FC9	1	0	2013
2977	CMV and Immunosenescence: from basics to clinics	oai:dspace-production:1810/244275	Rafael Solana, Raquel Tarazona, Allison E. Aiello, Arne N. Akbar, Victor Appay, Mark Beswick, Jos A. Bosch, Carmen Campos, Sara Cantis?n, Luka Cicin-Sain, Evelyna Derhovanessian, Sara Ferrando-Mart?nez, Daniela Frasca, Tamas Ful?p, Sheila Govind, Beatrix Grubeck-Loebenstein, Ann Hill, Mikko Hurme, Florian Kern, Anis Larbi, Miguel L?pez-Botet, Andrea B. Maier, Janet E. McElhaney, Paul Moss, Elissaveta Naumova, Janko Nikolich-Zugich, Alejandra Pera, Jerrald L. Rector, Natalie Riddell, Beatriz Sanchez-Correa, Paolo Sansoni, Delphine Sauce, Rene van Lier, George C. Wang, Mark R. Wills, Maciej Zieli?ski and Graham Pawelec	No	2016-05-18T11:30:17Z	10.1186/1742-4933-9-23	113557927	7F22D9C7	21	27	2012
2978	Relating GPCRs pharmacological space based on ligands chemical similarities	oai:dspace-production:1810/244358	Alexios Koutsoukas, Rubben Torella, George Drakakis, Andreas Bender and Robert C Glen	No	2016-05-18T11:30:18Z	10.1186/1758-2946-5-S1-P26	12751874	7F8AFDCE	4	2	2013
